Strain ID;Systematic gene name;Allele/Gene name;Single mutant fitness (26°);Single mutant fitness (26°) stddev;Single mutant fitness (30°);Single mutant fitness (30°) stddev;;;;;
YMR119W_dma3697;YMR119W;asi1;1,0172;0,0325;1,0172;0,0325;;;;;
YMR119W_sn4490;YMR119W;asi1;1,0172;0,0325;1,0172;0,0325;;;;;
YMR119W-A_dma3719;YMR119W-A;ymr119w-a;1,004;0,0162;1,004;0,0162;;;;;
YMR120C_dma3718;YMR120C;ade17;1,005;0,0612;1,005;0,0612;;;;;
YMR120C_sn4439;YMR120C;ade17;1,005;0,0612;1,005;0,0612;;;;;
YMR121C_dma3717;YMR121C;rpl15b;1,0435;0,0818;1,0435;0,0818;;;;;
YMR121C_sn4076;YMR121C;rpl15b;1,0435;0,0818;1,0435;0,0818;;;;;
YMR122C_dma3716;YMR122C;ymr122c;1,041;0,0056;1,041;0,0056;;;;;
YMR122W-A_sn3624;YMR122W-A;ymr122w-a;1,034;0,0402;1,034;0,0402;;;;;
YMR123W_dma3715;YMR123W;pkr1;0,801;0,1308;0,801;0,1308;;;;;
YMR123W_sn68;YMR123W;pkr1;0,801;0,1308;0,801;0,1308;;;;;
YMR124W_dma3714;YMR124W;epo1;1,04;0,0803;1,04;0,0803;;;;;
YMR124W_sn647;YMR124W;epo1;1,04;0,0803;1,04;0,0803;;;;;
YMR125W_damp1250;YMR125W;sto1_damp;0,987;0,0506;0,987;0,0506;;;;;
YMR125W_sn1890;YMR125W;sto1;0,9995;0,0451;0,9995;0,0451;;;;;
YMR126C_dma3713;YMR126C;dlt1;0,9272;0,177;0,9272;0,177;;;;;
YMR126C_sn3062;YMR126C;dlt1;0,9272;0,177;0,9272;0,177;;;;;
YMR127C_dma3712;YMR127C;sas2;1,0208;0,0549;1,0208;0,0549;;;;;
YMR127C_sn1788;YMR127C;sas2;1,0208;0,0549;1,0208;0,0549;;;;;
YMR128W_damp842;YMR128W;ecm16_damp;1,0115;0,0225;1,0115;0,0225;;;;;
YMR129W_dma3711;YMR129W;pom152;1,0145;0,0269;1,0145;0,0269;;;;;
YMR129W_sn1858;YMR129W;pom152;1,0145;0,0269;1,0145;0,0269;;;;;
YMR130W_dma3710;YMR130W;ymr130w;1,026;0,0317;1,026;0,0317;;;;;
YMR130W_sn3330;YMR130W;ymr130w;1,026;0,0317;1,026;0,0317;;;;;
YMR131C_damp843;YMR131C;rrb1_damp;0,802;0,0267;0,802;0,0267;;;;;
YMR131C_tsq2187;YMR131C;rrb1-5001-supp1;0,7595;0,0075;0,7894;0,0119;;;;;
YMR132C_dma3709;YMR132C;jlp2;0,9955;0,0807;0,9955;0,0807;;;;;
YMR132C_sn3417;YMR132C;jlp2;0,9955;0,0807;0,9955;0,0807;;;;;
YMR133W_dma3731;YMR133W;rec114;1,0155;0,0339;1,0155;0,0339;;;;;
YMR133W_sn1426;YMR133W;rec114;1,0155;0,0339;1,0155;0,0339;;;;;
YMR134W_damp844;YMR134W;erg29_damp;1,007;0,0464;1,007;0,0464;;;;;
YMR135C_dma3730;YMR135C;gid8;1,0118;0,0388;1,0118;0,0388;;;;;
YMR135C_sn3834;YMR135C;gid8;1,0118;0,0388;1,0118;0,0388;;;;;
YMR136W_dma3728;YMR136W;gat2;1,051;0,0314;1,051;0,0314;;;;;
YMR136W_sn2077;YMR136W;gat2;1,051;0,0314;1,051;0,0314;;;;;
YMR137C_dma3727;YMR137C;pso2;0,9583;0,097;0,9583;0,097;;;;;
YMR137C_sn1272;YMR137C;pso2;0,9583;0,097;0,9583;0,097;;;;;
YMR138W_dma3726;YMR138W;cin4;1,027;0,033;1,027;0,033;;;;;
YMR138W_sn1437;YMR138W;cin4;1,027;0,033;1,027;0,033;;;;;
YMR139W_dma3725;YMR139W;rim11;0,9972;0,0639;0,9972;0,0639;;;;;
YMR139W_sn2939;YMR139W;rim11;0,9972;0,0639;0,9972;0,0639;;;;;
YMR140W_dma3724;YMR140W;sip5;1,0522;0,0793;1,0522;0,0793;;;;;
YMR140W_sn153;YMR140W;sip5;1,0522;0,0793;1,0522;0,0793;;;;;
YMR141C_dma3723;YMR141C;ymr141c;1,053;0,0065;1,053;0,0065;;;;;
YMR143W_dma3722;YMR143W;rps16a;0,6478;0,0993;0,6478;0,0993;;;;;
YMR143W_sn3991;YMR143W;rps16a;0,6478;0,0993;0,6478;0,0993;;;;;
YMR144W_dma3721;YMR144W;ymr144w;0,9982;0,0696;0,9982;0,0696;;;;;
YMR144W_sn3736;YMR144W;ymr144w;0,9982;0,0696;0,9982;0,0696;;;;;
YMR145C_dma3756;YMR145C;nde1;0,9905;0,1384;0,9905;0,1384;;;;;
YMR145C_sn2642;YMR145C;nde1;0,9905;0,1384;0,9905;0,1384;;;;;
YMR146C_tsq2193;YMR146C;tif34-5004;0,5624;0,0121;0,5799;0,0168;;;;;
YMR146C_tsq2198;YMR146C;tif34-5003;0,6399;0,0112;NaN;NaN;;;;;
YMR147W_dma3755;YMR147W;ymr147w;0,9682;0,0659;0,9682;0,0659;;;;;
YMR147W_sn3331;YMR147W;ymr147w;0,9682;0,0659;0,9682;0,0659;;;;;
YMR148W_dma3754;YMR148W;osw5;1,0053;0,0551;1,0053;0,0551;;;;;
YMR148W_sn3673;YMR148W;osw5;1,0053;0,0551;1,0053;0,0551;;;;;
YMR149W_tsq2201;YMR149W;swp1-5004;0,7062;0,0159;0,5029;0,0207;;;;;
YMR149W_tsq2202;YMR149W;swp1-5002;0,9314;0,0131;0,9781;0,0188;;;;;
YMR150C_sn2661;YMR150C;imp1;0,775;0,0315;0,775;0,0315;;;;;
YMR152W_dma3753;YMR152W;yim1;0,9928;0,0533;0,9928;0,0533;;;;;
YMR152W_sn2660;YMR152W;yim1;0,9928;0,0533;0,9928;0,0533;;;;;
YMR153C-A_dma3752;YMR153C-A;ymr153c-a;0,986;0,0148;0,986;0,0148;;;;;
YMR153W_dma3751;YMR153W;nup53;1,0032;0,1254;1,0032;0,1254;;;;;
YMR153W_sn1868;YMR153W;nup53;1,0032;0,1254;1,0032;0,1254;;;;;
YMR154C_dma3750;YMR154C;rim13;0,8535;0,0902;0,8535;0,0902;;;;;
YMR154C_sn1568;YMR154C;rim13;0,8535;0,0902;0,8535;0,0902;;;;;
YMR155W_dma3749;YMR155W;ymr155w;0,9955;0,015;0,9955;0,015;;;;;
YMR155W_sn3332;YMR155W;ymr155w;0,9955;0,015;0,9955;0,015;;;;;
YMR156C_dma3748;YMR156C;tpp1;1,036;0,0061;1,036;0,0061;;;;;
YMR157C_dma3747;YMR157C;aim36;0,9623;0,0554;0,9623;0,0554;;;;;
YMR157C_sn2523;YMR157C;aim36;0,9623;0,0554;0,9623;0,0554;;;;;
YMR158C-A_dma3746;YMR158C-A;ymr158c-a;1,0002;0,0383;1,0002;0,0383;;;;;
YMR158C-A_sn4736;YMR158C-A;ymr158c-a;1,0002;0,0383;1,0002;0,0383;;;;;
YMR158W_sn4059;YMR158W;mrps8-supp1;0,714;0,006;0,714;0,006;;;;;
YMR158W-B_dma3768;YMR158W-B;ymr158w-b;NaN;NaN;0,96232;0,043675;;;;;
YMR159C_dma3767;YMR159C;atg16;0,9605;0,0627;0,9605;0,0627;;;;;
YMR159C_sn11;YMR159C;atg16;0,9605;0,0627;0,9605;0,0627;;;;;
YMR160W_dma3766;YMR160W;ymr160w;1,0305;0,0594;1,0305;0,0594;;;;;
YMR160W_sn3760;YMR160W;ymr160w;1,0305;0,0594;1,0305;0,0594;;;;;
YMR161W_dma3765;YMR161W;hlj1;1,05;0,0438;1,05;0,0438;;;;;
YMR161W_sn349;YMR161W;hlj1;1,05;0,0438;1,05;0,0438;;;;;
YMR162C_dma3764;YMR162C;dnf3;1,0545;0,0395;1,0545;0,0395;;;;;
YMR162C_sn259;YMR162C;dnf3;1,0545;0,0395;1,0545;0,0395;;;;;
YMR163C_dma3763;YMR163C;inp2;0,8945;0,1194;0,8945;0,1194;;;;;
YMR163C_sn3500;YMR163C;inp2;0,8945;0,1194;0,8945;0,1194;;;;;
YMR164C_dma3762;YMR164C;mss11;1,018;0,0347;1,018;0,0347;;;;;
YMR164C_sn978;YMR164C;mss11;1,018;0,0347;1,018;0,0347;;;;;
YMR165C_S148;YMR165C;pah1-supp1;NaN;NaN;NaN;NaN;;;;;
YMR166C_dma3761;YMR166C;mme1;0,853;0,0418;0,853;0,0418;;;;;
YMR166C_sn2266;YMR166C;mme1;0,853;0,0418;0,853;0,0418;;;;;
YMR167W_dma3760;YMR167W;mlh1;0,8478;0,1812;0,8478;0,1812;;;;;
YMR167W_sn1410;YMR167W;mlh1;0,8478;0,1812;0,8478;0,1812;;;;;
YMR168C_damp846;YMR168C;cep3_damp;0,99;0,0341;0,99;0,0341;;;;;
YMR168C_tsa294;YMR168C;cep3-1;0,9163;0,0065;0,8864;0,0078;;;;;
YMR168C_tsa845;YMR168C;cep3-2;0,7694;0,0942;0,6051;0,0132;;;;;
YMR168C_tsq2807;YMR168C;cep3-2;0,7694;0,0942;0,6051;0,0132;;;;;
YMR169C_dma3759;YMR169C;ald3;1,0357;0,0375;1,0357;0,0375;;;;;
YMR169C_sn2969;YMR169C;ald3;1,0357;0,0375;1,0357;0,0375;;;;;
YMR170C_dma3758;YMR170C;ald2;1,0228;0,0371;1,0228;0,0371;;;;;
YMR170C_sn4248;YMR170C;ald2;1,0228;0,0371;1,0228;0,0371;;;;;
YMR171C_dma3780;YMR171C;ear1;1,0155;0,0319;1,0155;0,0319;;;;;
YMR171C_sn111;YMR171C;ear1;1,0155;0,0319;1,0155;0,0319;;;;;
YMR172C-A_dma3779;YMR172C-A;ymr172c-a;1,0105;0,0083;1,0105;0,0083;;;;;
YMR172W_dma3778;YMR172W;hot1;0,9562;0,1759;0,9562;0,1759;;;;;
YMR172W_sn984;YMR172W;hot1;0,9562;0,1759;0,9562;0,1759;;;;;
YMR173W_dma3777;YMR173W;ddr48;0,9983;0,0733;0,9983;0,0733;;;;;
YMR173W_sn1259;YMR173W;ddr48;0,9983;0,0733;0,9983;0,0733;;;;;
YMR173W-A_dma3776;YMR173W-A;ymr173w-a;1,043;0,0044;1,043;0,0044;;;;;
YMR174C_dma3775;YMR174C;pai3;1,0155;0,047;1,0155;0,047;;;;;
YMR174C_sn492;YMR174C;pai3;1,0155;0,047;1,0155;0,047;;;;;
YMR175W_dma3774;YMR175W;sip18;1,0377;0,0251;1,0377;0,0251;;;;;
YMR175W_sn992;YMR175W;sip18;1,0377;0,0251;1,0377;0,0251;;;;;
YMR175W-A_sn4576;YMR175W-A;ymr175w-a;1,0065;0,0703;1,0065;0,0703;;;;;
YMR176W_dma3773;YMR176W;ecm5;1,0112;0,0637;1,0112;0,0637;;;;;
YMR176W_sn1747;YMR176W;ecm5;1,0112;0,0637;1,0112;0,0637;;;;;
YMR177W_dma3772;YMR177W;mmt1;1,0175;0,0588;1,0175;0,0588;;;;;
YMR177W_sn2302;YMR177W;mmt1;1,0175;0,0588;1,0175;0,0588;;;;;
YMR178W_dma3771;YMR178W;ymr178w;1,0435;0,0202;1,0435;0,0202;;;;;
YMR179W_sn1983;YMR179W;spt21;0,6195;0,0435;0,6195;0,0435;;;;;
YMR180C_dma3792;YMR180C;ctl1;0,9882;0,0637;0,9882;0,0637;;;;;
YMR180C_sn2061;YMR180C;ctl1;0,9882;0,0637;0,9882;0,0637;;;;;
YMR181C_dma3791;YMR181C;ymr181c;0,9992;0,1042;0,9992;0,1042;;;;;
YMR181C_sn3333;YMR181C;ymr181c;0,9992;0,1042;0,9992;0,1042;;;;;
YMR182C_dma3790;YMR182C;rgm1;0,9852;0,0622;0,9852;0,0622;;;;;
YMR182C_sn1875;YMR182C;rgm1;0,9852;0,0622;0,9852;0,0622;;;;;
YMR182W-A_sn4577;YMR182W-A;ymr182w-a;0,969;0,0601;0,969;0,0601;;;;;
YMR183C_dma3789;YMR183C;sso2;0,9265;0,0412;0,9265;0,0412;;;;;
YMR183C_sn511;YMR183C;sso2;0,9265;0,0412;0,9265;0,0412;;;;;
YMR184W_sn3501;YMR184W;add37;1,025;0,0586;1,025;0,0586;;;;;
YMR185W_damp847;YMR185W;rtp1_damp;1,017;0,0107;1,017;0,0107;;;;;
YMR186W_dma3788;YMR186W;hsc82;1,0282;0,0252;1,0282;0,0252;;;;;
YMR186W_sn2174;YMR186W;hsc82;1,0282;0,0252;1,0282;0,0252;;;;;
YMR187C_dma3787;YMR187C;ymr187c;0,9893;0,0446;0,9893;0,0446;;;;;
YMR188C_dma3786;YMR188C;mrps17;1,01;0,0069;1,01;0,0069;;;;;
YMR189W_dma3785;YMR189W;gcv2;0,9802;0,0897;0,9802;0,0897;;;;;
YMR189W_sn4410;YMR189W;gcv2;0,9802;0,0897;0,9802;0,0897;;;;;
YMR190C_dma3784;YMR190C;sgs1;0,8638;0,0663;0,8638;0,0663;;;;;
YMR190C_sn1460;YMR190C;sgs1;0,8638;0,0663;0,8638;0,0663;;;;;
YMR191W_dma3783;YMR191W;spg5;1,0362;0,0433;1,0362;0,0433;;;;;
YMR191W_sn3080;YMR191W;spg5;1,0362;0,0433;1,0362;0,0433;;;;;
YMR192W_dma3782;YMR192W;gyl1;1,0188;0,0436;1,0188;0,0436;;;;;
YMR192W_sn560;YMR192W;gyl1;1,0188;0,0436;1,0188;0,0436;;;;;
YMR193C-A_dma3804;YMR193C-A;ymr193c-a;0,922;0,0699;0,922;0,0699;;;;;
YMR193W_damp1348;YMR193W;mrpl24_damp;0,95;0,0589;0,95;0,0589;;;;;
YMR193W_S146;YMR193W;mrpl24-supp1;NaN;NaN;NaN;NaN;;;;;
YMR194C-A_dma5231;YMR194C-A;ymr194c-a;1,004;0,0092;1,004;0,0092;;;;;
YMR194C-B_sn4578;YMR194C-B;cmc4;1,022;0,0122;1,022;0,0122;;;;;
YMR194W_dma3803;YMR194W;rpl36a;0,9073;0,1068;0,9073;0,1068;;;;;
YMR194W_sn4083;YMR194W;rpl36a;0,9073;0,1068;0,9073;0,1068;;;;;
YMR195W_dma3802;YMR195W;icy1;1,0613;0,0228;1,0613;0,0228;;;;;
YMR195W_sn663;YMR195W;icy1;1,0613;0,0228;1,0613;0,0228;;;;;
YMR196W_dma3801;YMR196W;ymr196w;1,037;0,0334;1,037;0,0334;;;;;
YMR196W_sn3502;YMR196W;ymr196w;1,037;0,0334;1,037;0,0334;;;;;
YMR197C_damp125;YMR197C;vti1_damp;1,004;0,0538;1,004;0,0538;;;;;
YMR197C_tsa634;YMR197C;vti1-2;0,9047;0,091;0,7801;0,0497;;;;;
YMR197C_tsa635;YMR197C;vti1-11-supp1;0,7494;0,0084;0,4754;0,016;;;;;
YMR197C_tsq634;YMR197C;vti1-2;0,9047;0,091;0,7801;0,0497;;;;;
YMR197C_tsq635;YMR197C;vti1-11;0,8624;0,0622;0,784;0,0352;;;;;
YMR198W_damp3415;YMR198W;cik1_damp;0,982;0,006;0,982;0,006;;;;;
YMR198W_dma3800;YMR198W;cik1;0,6833;0,1747;0,6833;0,1747;;;;;
YMR198W_sn1380;YMR198W;cik1;0,6833;0,1747;0,6833;0,1747;;;;;
YMR199W_dma3799;YMR199W;cln1;1,0187;0,0316;1,0187;0,0316;;;;;
YMR199W_sn1590;YMR199W;cln1;1,0187;0,0316;1,0187;0,0316;;;;;
YMR200W_damp848;YMR200W;rot1_damp;0,926;0,006;0,926;0,006;;;;;
YMR200W_tsa1103;YMR200W;rot1-5001;0,9468;0,028;0,8748;0,0727;;;;;
YMR200W_tsq1332;YMR200W;rot1-5001;0,9468;0,028;0,8748;0,0727;;;;;
YMR201C_dma3798;YMR201C;rad14;0,8442;0,1661;0,8442;0,1661;;;;;
YMR201C_sn1507;YMR201C;rad14;0,8442;0,1661;0,8442;0,1661;;;;;
YMR202W_dma3797;YMR202W;erg2;0,759;0,0367;0,759;0,0367;;;;;
YMR204C_dma3796;YMR204C;inp1;0,8793;0,0754;0,8793;0,0754;;;;;
YMR204C_sn130;YMR204C;inp1;0,8793;0,0754;0,8793;0,0754;;;;;
YMR205C_dma3795;YMR205C;pfk2-supp1;0,7885;0,036;0,7885;0,036;;;;;
YMR206W_dma3794;YMR206W;ymr206w;1,055;0,0423;1,055;0,0423;;;;;
YMR206W_sn3335;YMR206W;ymr206w;1,055;0,0423;1,055;0,0423;;;;;
YMR207C_dma3816;YMR207C;hfa1;0,8475;0,1418;0,8475;0,1418;;;;;
YMR207C_sn2813;YMR207C;hfa1;0,8475;0,1418;0,8475;0,1418;;;;;
YMR208W_damp849;YMR208W;erg12_damp;1,0505;0,0172;1,0505;0,0172;;;;;
YMR208W_tsq2204;YMR208W;erg12-5001;0,3382;0,0252;0,246;0,0148;;;;;
YMR209C_dma3815;YMR209C;ymr209c;1,0067;0,0341;1,0067;0,0341;;;;;
YMR209C_sn3336;YMR209C;ymr209c;1,0067;0,0341;1,0067;0,0341;;;;;
YMR210W_dma3814;YMR210W;ymr210w;1,0137;0,0717;1,0137;0,0717;;;;;
YMR210W_sn3337;YMR210W;ymr210w;1,0137;0,0717;1,0137;0,0717;;;;;
YMR211W_tsq1454;YMR211W;dml1-5001;1,0125;0,0054;0,859;0,0405;;;;;
YMR213W_damp851;YMR213W;cef1_damp;0,9875;0,079;0,9875;0,079;;;;;
YMR213W_tsa702;YMR213W;cef1-13;0,8214;0,2215;0,5978;0,2444;;;;;
YMR213W_tsq702;YMR213W;cef1-13;0,8214;0,2215;0,5978;0,2444;;;;;
YMR214W_dma3813;YMR214W;scj1;1,043;0,0545;1,043;0,0545;;;;;
YMR214W_sn956;YMR214W;scj1;1,043;0,0545;1,043;0,0545;;;;;
YMR215W_dma3812;YMR215W;gas3;1,0145;0,0377;1,0145;0,0377;;;;;
YMR215W_sn599;YMR215W;gas3;1,0145;0,0377;1,0145;0,0377;;;;;
YMR216C_dma3811;YMR216C;sky1;0,8523;0,056;0,8523;0,056;;;;;
YMR216C_sn2161;YMR216C;sky1;0,8523;0,056;0,8523;0,056;;;;;
YMR218C_damp852;YMR218C;trs130_damp;1,0055;0,0555;1,0055;0,0555;;;;;
YMR218C_tsq2207;YMR218C;trs130-5003;0,8006;0,0196;0,7904;0,0168;;;;;
YMR219W_dma3810;YMR219W;esc1;1,042;0,0633;1,042;0,0633;;;;;
YMR219W_sn1202;YMR219W;esc1;1,042;0,0633;1,042;0,0633;;;;;
YMR220W_damp853;YMR220W;erg8_damp;0,9325;0,0414;0,9325;0,0414;;;;;
YMR220W_tsa320;YMR220W;erg8-1;0,9618;0,0247;0,8864;0,0536;;;;;
YMR220W_tsq320;YMR220W;erg8-1;0,9618;0,0247;0,8864;0,0536;;;;;
YMR221C_dma3809;YMR221C;ymr221c;1,0022;0,0656;1,0022;0,0656;;;;;
YMR221C_sn2526;YMR221C;ymr221c;1,0022;0,0656;1,0022;0,0656;;;;;
YMR222C_dma3808;YMR222C;fsh2;1,0315;0,05;1,0315;0,05;;;;;
YMR222C_sn4314;YMR222C;fsh2;1,0315;0,05;1,0315;0,05;;;;;
YMR223W_dma3807;YMR223W;ubp8;0,8822;0,0662;0,8822;0,0662;;;;;
YMR223W_sn1961;YMR223W;ubp8;0,8822;0,0662;0,8822;0,0662;;;;;
YMR224C_dma3806;YMR224C;mre11;0,674;0,1643;0,674;0,1643;;;;;
YMR224C_sn1289;YMR224C;mre11;0,674;0,1643;0,674;0,1643;;;;;
YMR225C_dma3828;YMR225C;mrpl44;0,9962;0,1025;0,9962;0,1025;;;;;
YMR225C_sn4045;YMR225C;mrpl44;0,9962;0,1025;0,9962;0,1025;;;;;
YMR226C_dma3827;YMR226C;ymr226c;1,0152;0,1114;1,0152;0,1114;;;;;
YMR226C_sn3828;YMR226C;ymr226c;1,0152;0,1114;1,0152;0,1114;;;;;
YMR227C_damp127;YMR227C;taf7_damp;1,003;0,0279;1,003;0,0279;;;;;
YMR227C_tsa638;YMR227C;taf7-ts1;0,9167;0,0772;0,7205;0,088;;;;;
YMR227C_tsq638;YMR227C;taf7-ts1;0,9167;0,0772;0,7205;0,088;;;;;
YMR229C_tsa1051;YMR229C;rrp5-delta6;0,8319;0,0866;0,7236;0,0967;;;;;
YMR229C_tsq1053;YMR229C;rrp5-delta6;0,8319;0,0866;0,7236;0,0967;;;;;
YMR230W_dma3826;YMR230W;rps10b;0,8007;0,1508;0,8007;0,1508;;;;;
YMR230W_sn3989;YMR230W;rps10b;0,8007;0,1508;0,8007;0,1508;;;;;
YMR230W-A_sn4579;YMR230W-A;ymr230w-a;1,024;0,0136;1,024;0,0136;;;;;
YMR231W_sn280;YMR231W;pep5;0,209;0,0309;0,209;0,0309;;;;;
YMR232W_dma3825;YMR232W;fus2;1,0172;0,028;1,0172;0,028;;;;;
YMR232W_sn900;YMR232W;fus2;1,0172;0,028;1,0172;0,028;;;;;
YMR233W_dma3824;YMR233W;tri1;0,9903;0,1438;0,9903;0,1438;;;;;
YMR233W_sn3626;YMR233W;tri1;0,9903;0,1438;0,9903;0,1438;;;;;
YMR234W_dma3823;YMR234W;rnh1;1,0232;0,0582;1,0232;0,0582;;;;;
YMR234W_sn1185;YMR234W;rnh1;1,0232;0,0582;1,0232;0,0582;;;;;
YMR235C_tsa118;YMR235C;rna1-1;0,6752;0,096;0,3592;0,0717;;;;;
YMR235C_tsa172;YMR235C;rna1-s116f;0,8228;0,1011;0,5566;0,1584;;;;;
YMR235C_tsq118;YMR235C;rna1-1;0,6752;0,096;0,3592;0,0717;;;;;
YMR235C_tsq172;YMR235C;rna1-s116f;0,8228;0,1011;0,5566;0,1584;;;;;
YMR236W_tsa730;YMR236W;taf9-ts2;0,7925;0,2859;0,6928;0,2827;;;;;
YMR236W_tsq730;YMR236W;taf9-ts2;0,7925;0,2859;0,6928;0,2827;;;;;
YMR237W_sn36;YMR237W;bch1;1,0025;0,0396;1,0025;0,0396;;;;;
YMR238W_dma3821;YMR238W;dfg5;1,0328;0,0275;1,0328;0,0275;;;;;
YMR238W_sn969;YMR238W;dfg5;1,0328;0,0275;1,0328;0,0275;;;;;
YMR239C_tsa673;YMR239C;rnt1-ts;0,9072;0,1216;0,9693;0,011;;;;;
YMR239C_tsa674;YMR239C;rnt1-47;0,7992;0,1928;0,6891;0,125;;;;;
YMR239C_tsq1146;YMR239C;rnt1-ts;0,9072;0,1216;0,5068;0,0313;;;;;
YMR239C_tsq674;YMR239C;rnt1-47;0,7992;0,1928;0,6891;0,125;;;;;
YMR240C_damp857;YMR240C;cus1_damp;0,9805;0,0725;0,9805;0,0725;;;;;
YMR240C_tsa639;YMR240C;cus1-3;0,97;0,0725;0,5682;0,1021;;;;;
YMR240C_tsq639;YMR240C;cus1-3;0,97;0,0725;0,5682;0,1021;;;;;
YMR241W_dma3820;YMR241W;yhm2;0,9332;0,1196;0,9332;0,1196;;;;;
YMR241W_sn2270;YMR241W;yhm2;0,9332;0,1196;0,9332;0,1196;;;;;
YMR242C_damp1488;YMR242C;rpl20a_damp;0,7865;0,0259;0,7865;0,0259;;;;;
YMR242C_sn3953;YMR242C;rpl20a;0,416;0,1549;0,416;0,1549;;;;;
YMR242W-A_sn4580;YMR242W-A;ymr242w-a;0,4795;0,0651;0,4795;0,0651;;;;;
YMR243C_dma3819;YMR243C;zrc1;0,8053;0,0627;0,8053;0,0627;;;;;
YMR243C_sn2446;YMR243C;zrc1;0,8053;0,0627;0,8053;0,0627;;;;;
YMR244C-A_dma3818;YMR244C-A;coa6;1,0245;0,0946;1,0245;0,0946;;;;;
YMR244C-A_sn3627;YMR244C-A;coa6;1,0245;0,0946;1,0245;0,0946;;;;;
YMR244W_dma3863;YMR244W;ymr244w;1,0245;0,0583;1,0245;0,0583;;;;;
YMR244W_sn3338;YMR244W;ymr244w;1,0245;0,0583;1,0245;0,0583;;;;;
YMR245W_dma3862;YMR245W;ymr245w;1,0125;0,0232;1,0125;0,0232;;;;;
YMR246W_dma3861;YMR246W;faa4;1,025;0,0242;1,025;0,0242;;;;;
YMR246W_sn2892;YMR246W;faa4;1,025;0,0242;1,025;0,0242;;;;;
YMR247C_dma3860;YMR247C;rkr1;1,0052;0,0215;1,0052;0,0215;;;;;
YMR247C_sn3339;YMR247C;rkr1;1,0052;0,0215;1,0052;0,0215;;;;;
YMR247W-A_sn4581;YMR247W-A;ymr247w-a;1,0145;0,0464;1,0145;0,0464;;;;;
YMR250W_dma3859;YMR250W;gad1;1,0283;0,0548;1,0283;0,0548;;;;;
YMR250W_sn4457;YMR250W;gad1;1,0283;0,0548;1,0283;0,0548;;;;;
YMR251W_dma3858;YMR251W;gto3;1,024;0,0608;1,024;0,0608;;;;;
YMR251W_sn3340;YMR251W;gto3;1,024;0,0608;1,024;0,0608;;;;;
YMR251W-A_dma3857;YMR251W-A;hor7;0,9845;0,1122;0,9845;0,1122;;;;;
YMR251W-A_sn2966;YMR251W-A;hor7;0,9845;0,1122;0,9845;0,1122;;;;;
YMR252C_dma3856;YMR252C;ymr252c;1,0152;0,0405;1,0152;0,0405;;;;;
YMR253C_dma3855;YMR253C;ymr253c;1,0162;0,0339;1,0162;0,0339;;;;;
YMR253C_sn3503;YMR253C;ymr253c;1,0162;0,0339;1,0162;0,0339;;;;;
YMR254C_dma3854;YMR254C;ymr254c;1,0145;0,0196;1,0145;0,0196;;;;;
YMR255W_dma3853;YMR255W;gfd1;0,9978;0,0547;0,9978;0,0547;;;;;
YMR255W_sn1844;YMR255W;gfd1;0,9978;0,0547;0,9978;0,0547;;;;;
YMR256C_dma3875;YMR256C;cox7;0,742;0,13;0,742;0,13;;;;;
YMR256C_sn2468;YMR256C;cox7;0,742;0,13;0,742;0,13;;;;;
YMR257C_sn4089;YMR257C;pet111;0,745;0,045;0,745;0,045;;;;;
YMR258C_dma3874;YMR258C;roy1;0,993;0,0358;0,993;0,0358;;;;;
YMR258C_sn3628;YMR258C;roy1;0,993;0,0358;0,993;0,0358;;;;;
YMR259C_dma3873;YMR259C;trm732;1,036;0,0529;1,036;0,0529;;;;;
YMR260C_tsq2661;YMR260C;tif11-5006;0,6431;0,0244;NaN;NaN;;;;;
YMR260C_tsq2991;YMR260C;tif11-5002;NaN;NaN;NaN;NaN;;;;;
YMR261C_dma3872;YMR261C;tps3;1,0225;0,0467;1,0225;0,0467;;;;;
YMR261C_sn2974;YMR261C;tps3;1,0225;0,0467;1,0225;0,0467;;;;;
YMR262W_dma3871;YMR262W;ymr262w;0,9802;0,0478;0,9802;0,0478;;;;;
YMR262W_sn1144;YMR262W;ymr262w;0,9802;0,0478;0,9802;0,0478;;;;;
YMR263W_dma3870;YMR263W;sap30;0,8898;0,1556;0,8898;0,1556;;;;;
YMR263W_sn1796;YMR263W;sap30;0,8898;0,1556;0,8898;0,1556;;;;;
YMR264W_dma3869;YMR264W;cue1;1,019;0,0818;1,019;0,0818;;;;;
YMR264W_sn224;YMR264W;cue1;1,019;0,0818;1,019;0,0818;;;;;
YMR265C_dma3868;YMR265C;ymr265c;1,031;0,0388;1,031;0,0388;;;;;
YMR266W_dma3867;YMR266W;rsn1;1,027;0,0602;1,027;0,0602;;;;;
YMR266W_sn1111;YMR266W;rsn1;1,027;0,0602;1,027;0,0602;;;;;
YMR267W_sn2452;YMR267W;ppa2;0,5655;0,041;0,5655;0,041;;;;;
YMR268C_tsa402;YMR268C;prp24-ts;0,8878;0,0225;0,6615;0,2599;;;;;
YMR268C_tsq1113;YMR268C;prp24-ts;0,8878;0,0225;0,6615;0,2599;;;;;
YMR269W_dma3866;YMR269W;tma23;0,6645;0,0775;0,6645;0,0775;;;;;
YMR269W_sn3721;YMR269W;tma23;0,6645;0,0775;0,6645;0,0775;;;;;
YMR270C_damp129;YMR270C;rrn9_damp;1,032;0,0202;1,032;0,0202;;;;;
YMR270C_tsq2212;YMR270C;rrn9-5007;0,7866;0,0065;0,6935;0,0198;;;;;
